8.424072566526e+16,8.655437295237e+17,6.566193810180e+11,4.874398283924e+18,5.247120190022e+20,5.474872531918e+33,2.255867171498e+29,2.798341297537e+10,
8.426443431195e+16,8.806463416825e+17,6.566193810180e+11,6.992801264636e+18,7.068755892347e+20,5.474872531918e+33,2.255867171498e+29,3.213666818961e+10,
8.428898391506e+16,8.960124747775e+17,6.566193810180e+11,1.001886060354e+19,9.511447827449e+20,5.474872531918e+33,2.255867171498e+29,3.690634316972e+10,
8.431440453561e+16,9.116467269064e+17,6.566193810180e+11,1.433581729132e+19,1.278297529198e+21,5.474872531918e+33,2.255867171498e+29,4.238392599148e+10,
8.434072732581e+16,9.275537763975e+17,6.566193810180e+11,2.048630127803e+19,1.715927532271e+21,5.474872531918e+33,2.255867171498e+29,4.867448325049e+10,
8.436798456981e+16,9.437383832099e+17,6.566193810180e+11,2.923759379875e+19,2.300634400880e+21,5.474872531918e+33,2.255867171498e+29,5.589867536524e+10,
8.439620972617e+16,9.602053903579e+17,6.566193810180e+11,4.167318324567e+19,3.080902466698e+21,5.474872531918e+33,2.255867171498e+29,6.419507098839e+10,
8.442543747188e+16,9.769597253598e+17,6.566193810180e+11,5.932103205003e+19,4.120879962362e+21,5.474872531918e+33,2.255867171498e+29,7.372280491940e+10,
8.445570374818e+16,9.940064017131e+17,6.566193810180e+11,8.433302825779e+19,5.505333744970e+21,5.474872531918e+33,2.255867171498e+29,8.466463050048e+10,
8.448704580829e+16,1.011350520394e+18,6.566193810180e+11,1.197357027383e+20,7.346136833427e+21,5.474872531918e+33,2.255867171498e+29,9.723042504446e+10,
8.451950226688e+16,1.028997271384e+18,6.566193810180e+11,1.697800332589e+20,9.790751971306e+21,5.474872531918e+33,2.255867171498e+29,1.116612155329e+11,
8.455311315171e+16,1.046951935224e+18,6.566193810180e+11,2.404288261123e+20,1.303331097532e+22,5.474872531918e+33,2.255867171498e+29,1.282338018020e+11,
8.458791995719e+16,1.065219884592e+18,6.566193810180e+11,3.400348520019e+20,1.732906538083e+22,5.474872531918e+33,2.255867171498e+29,1.472660658952e+11,
8.462396570022e+16,1.083806585912e+18,6.566193810180e+11,4.802830985364e+20,2.301320979130e+22,5.474872531918e+33,2.255867171498e+29,1.691230694208e+11,
8.466129497826e+16,1.102717600993e+18,6.566193810180e+11,6.774982066088e+20,3.052536928197e+22,5.474872531918e+33,2.255867171498e+29,1.942240558708e+11,
8.469995402974e+16,1.121958588687e+18,6.566193810180e+11,9.544561284912e+20,4.044141384015e+22,5.474872531918e+33,2.255867171498e+29,2.230504922132e+11,
8.473999079703e+16,1.141535306587e+18,6.566193810180e+11,1.342891010547e+21,5.351473849657e+22,5.474872531918e+33,2.255867171498e+29,2.561553040043e+11,
8.478145499189e+16,1.161453612749e+18,6.566193810180e+11,1.886959318505e+21,7.072975579077e+22,5.474872531918e+33,2.255867171498e+29,2.941734811633e+11,
8.482439816374e+16,1.181719467443e+18,6.566193810180e+11,2.648020131939e+21,9.337112323569e+22,5.474872531918e+33,2.255867171498e+29,3.378342578386e+11,
8.486887377067e+16,1.202338934939e+18,6.566193810180e+11,3.711222587521e+21,1.231132175565e+23,5.474872531918e+33,2.255867171498e+29,3.879750999922e+11,
8.491493725348e+16,1.223318185320e+18,6.566193810180e+11,5.194571133063e+21,1.621356264153e+23,5.474872531918e+33,2.255867171498e+29,4.455577689989e+11,
8.496264611280e+16,1.244663496330e+18,6.566193810180e+11,7.261383392077e+21,2.132720284516e+23,5.474872531918e+33,2.255867171498e+29,5.116867693809e+11,
8.501205998947e+16,1.266381255251e+18,6.566193810180e+11,1.013738667268e+22,2.802018633616e+23,5.474872531918e+33,2.255867171498e+29,5.876305345270e+11,
8.506324074830e+16,1.288477960814e+18,6.566193810180e+11,1.413414790587e+22,3.676967677401e+23,5.474872531918e+33,2.255867171498e+29,6.748457567631e+11,
8.511625256543e+16,1.310960225145e+18,6.566193810180e+11,1.968113887780e+22,4.819370101314e+23,5.474872531918e+33,2.255867171498e+29,7.750053284547e+11,
8.517116201941e+16,1.333834775743e+18,6.566193810180e+11,2.736955869789e+22,6.309172759584e+23,5.474872531918e+33,2.255867171498e+29,8.900304300854e+11,
8.522803818621e+16,1.357108457494e+18,6.566193810180e+11,3.801214164050e+22,8.249663490705e+23,5.474872531918e+33,2.255867171498e+29,1.022127380798e+12,
8.528695273833e+16,1.380788234715e+18,6.566193810180e+11,5.272466846491e+22,1.077411784950e+24,5.474872531918e+33,2.255867171498e+29,1.173829958238e+12,
8.534798004824e+16,1.404881193247e+18,6.566193810180e+11,7.303690327509e+22,1.405428911230e+24,5.474872531918e+33,2.255867171498e+29,1.348047999438e+12,
8.541119729629e+16,1.429394542563e+18,6.566193810180e+11,1.010433693034e+23,1.831123846666e+24,5.474872531918e+33,2.255867171498e+29,1.548123214983e+12,
8.547668458349e+16,1.454335617938e+18,6.566193810180e+11,1.396079861830e+23,2.382913224106e+24,5.474872531918e+33,2.255867171498e+29,1.777893287010e+12,
8.554452504911e+16,1.479711882634e+18,6.566193810180e+11,1.926414242644e+23,3.097279585422e+24,5.474872531918e+33,2.255867171498e+29,2.041765480553e+12,
8.561480499368e+16,1.505530930139e+18,6.566193810180e+11,2.654764938282e+23,4.021001789335e+24,5.474872531918e+33,2.255867171498e+29,2.344801180159e+12,
8.568761400742e+16,1.531800486437e+18,6.566193810180e+11,3.653755152617e+23,5.213985227416e+24,5.474872531918e+33,2.255867171498e+29,2.692812973303e+12,
8.576304510444e+16,1.558528412320e+18,6.566193810180e+11,5.022151194176e+23,6.752848400612e+24,5.474872531918e+33,2.255867171498e+29,3.092476142773e+12,
8.584119486308e+16,1.585722705741e+18,6.566193810180e+11,6.894092408712e+23,8.735461971548e+24,5.474872531918e+33,2.255867171498e+29,3.551456706588e+12,
8.592216357263e+16,1.613391504207e+18,6.566193810180e+11,9.451514227694e+23,1.128668562341e+25,5.474872531918e+33,2.255867171498e+29,4.078558461394e+12,
8.600605538678e+16,1.641543087215e+18,6.566193810180e+11,1.294084570977e+24,1.456560919028e+25,5.474872531918e+33,2.255867171498e+29,4.683891849829e+12,
8.609297848419e+16,1.670185878725e+18,6.566193810180e+11,1.769542105319e+24,1.877468035140e+25,5.474872531918e+33,2.255867171498e+29,5.379067890912e+12,
8.618304523655e+16,1.699328449689e+18,6.566193810180e+11,2.416551847109e+24,2.417119509668e+25,5.474872531918e+33,2.255867171498e+29,6.177420893291e+12,
8.627637238445e+16,1.728979520606e+18,6.566193810180e+11,3.295856607511e+24,3.108174331597e+25,5.474872531918e+33,2.255867171498e+29,7.094264223237e+12,
8.637308122160e+16,1.759147964139e+18,6.566193810180e+11,4.489288074953e+24,3.992034528991e+25,5.474872531918e+33,2.255867171498e+29,8.147184033350e+12,
8.647329778781e+16,1.789842807769e+18,6.566193810180e+11,6.106939472542e+24,5.121119171214e+25,5.474872531918e+33,2.255867171498e+29,9.356376586012e+12,
8.657715307121e+16,1.821073236491e+18,6.566193810180e+11,8.296725686739e+24,6.561711761567e+25,5.474872531918e+33,2.255867171498e+29,1.074503564188e+13,
8.668478322016e+16,1.852848595569e+18,6.566193810180e+11,1.125710771857e+25,8.397520826828e+25,5.474872531918e+33,2.255867171498e+29,1.233979734396e+13,
8.679632976550e+16,1.885178393329e+18,6.566193810180e+11,1.525400509751e+25,1.073412637070e+26,5.474872531918e+33,2.255867171498e+29,1.417125113077e+13,
8.691193985366e+16,1.918072304004e+18,6.566193810180e+11,2.064324311792e+25,1.370452513572e+26,5.474872531918e+33,2.255867171498e+29,1.627452647831e+13,
8.703176649126e+16,1.951540170631e+18,6.566193810180e+11,2.790030444662e+25,1.747603691271e+26,5.474872531918e+33,2.255867171498e+29,1.868996672553e+13,
8.715596880182e+16,1.985592007995e+18,6.566193810180e+11,3.765970659053e+25,2.225889437539e+26,5.474872531918e+33,2.255867171498e+29,2.146390290783e+13,
8.728471229536e+16,2.020238005626e+18,6.566193810180e+11,5.076704634732e+25,2.831691241988e+26,5.474872531918e+33,2.255867171498e+29,2.464954244181e+13,
8.741816915151e+16,2.055488530847e+18,6.566193810180e+11,6.834768922962e+25,3.598072253635e+26,5.474872531918e+33,2.255867171498e+29,2.830798970716e+13,
