6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
6.187201837672e+00,2.445611444629e+00,-4.741140000000e+01,4.160820000000e+00,6.494451766506e+04,4.447689856659e+03,6.102308247710e-01,2.008824204932e+00,7.855757185861e-01,-4.293558000000e+01,3.314820000000e+00,3.873061924400e+05,2.593059252846e+04,1.873142649470e+00,
