1.000000000000e+06,0.000000000000e+00,6.409133588925e-05,
9.828505366526e+05,0.000000000000e+00,6.411010790780e-05,
9.659951773982e+05,0.000000000000e+00,6.412954536854e-05,
9.494288785096e+05,0.000000000000e+00,6.414967202900e-05,
9.331466827567e+05,0.000000000000e+00,6.417051250696e-05,
9.171437179229e+05,0.000000000000e+00,6.419209231245e-05,
9.014151953481e+05,0.000000000000e+00,6.421443788101e-05,
8.859564084946e+05,0.000000000000e+00,6.423757660823e-05,
8.707627315397e+05,0.000000000000e+00,6.426153688573e-05,
8.558296179909e+05,0.000000000000e+00,6.428634813843e-05,
8.411525993255e+05,0.000000000000e+00,6.431204086344e-05,
8.267272836538e+05,0.000000000000e+00,6.433864667037e-05,
8.125493544044e+05,0.000000000000e+00,6.436619832334e-05,
7.986145690331e+05,0.000000000000e+00,6.439472978461e-05,
7.849187577527e+05,0.000000000000e+00,6.442427626004e-05,
7.714578222859e+05,0.000000000000e+00,6.445487424628e-05,
7.582277346386e+05,0.000000000000e+00,6.448656157997e-05,
7.452245358944e+05,0.000000000000e+00,6.451937748887e-05,
7.324443350304e+05,0.000000000000e+00,6.455336264518e-05,
7.198833077528e+05,0.000000000000e+00,6.458855922088e-05,
7.075376953521e+05,0.000000000000e+00,6.462501094555e-05,
6.954038035787e+05,0.000000000000e+00,6.466276316641e-05,
6.834780015376e+05,0.000000000000e+00,6.470186291101e-05,
6.717567206014e+05,0.000000000000e+00,6.474235895238e-05,
6.602364533431e+05,0.000000000000e+00,6.478430187708e-05,
6.489137524858e+05,0.000000000000e+00,6.482774415600e-05,
6.377852298719e+05,0.000000000000e+00,6.487274021821e-05,
6.268475554487e+05,0.000000000000e+00,6.491934652796e-05,
6.160974562721e+05,0.000000000000e+00,6.496762166499e-05,
6.055317155273e+05,0.000000000000e+00,6.501762640824e-05,
5.951471715662e+05,0.000000000000e+00,6.506942382327e-05,
5.849407169611e+05,0.000000000000e+00,6.512307935344e-05,
5.749092975751e+05,0.000000000000e+00,6.517866091507e-05,
5.650499116483e+05,0.000000000000e+00,6.523623899680e-05,
5.553596088990e+05,0.000000000000e+00,6.529588676342e-05,
5.458354896415e+05,0.000000000000e+00,6.535768016417e-05,
5.364747039182e+05,0.000000000000e+00,6.542169804609e-05,
5.272744506465e+05,0.000000000000e+00,6.548802227229e-05,
5.182319767811e+05,0.000000000000e+00,6.555673784576e-05,
5.093445764898e+05,0.000000000000e+00,6.562793303868e-05,
5.006095903441e+05,0.000000000000e+00,6.570169952778e-05,
4.920244045231e+05,0.000000000000e+00,6.577813253589e-05,
4.835864500317e+05,0.000000000000e+00,6.585733098014e-05,
4.752932019316e+05,0.000000000000e+00,6.593939762705e-05,
4.671421785858e+05,0.000000000000e+00,6.602443925495e-05,
4.591309409161e+05,0.000000000000e+00,6.611256682412e-05,
4.512570916732e+05,0.000000000000e+00,6.620389565505e-05,
4.435182747192e+05,0.000000000000e+00,6.629854561533e-05,
4.359121743230e+05,0.000000000000e+00,6.639664131552e-05,
4.284365144668e+05,0.000000000000e+00,6.649831231464e-05,
4.210890581652e+05,0.000000000000e+00,6.660369333575e-05,
4.138676067962e+05,0.000000000000e+00,6.671292449223e-05,
4.067699994428e+05,0.000000000000e+00,6.682615152527e-05,
3.997941122465e+05,0.000000000000e+00,6.694352605343e-05,
